from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
1218,14996,49.0,"['L1', 'L3', '325']","['2', '15', 'PD335']","['15', '106', 'PD892']","[8.5, 10.2, 12.6]",7.1,4.7,1.7,"[1.5, 3.7, 1.3]",51.3,1
1219,14996,,[],[],[],[],,,,[],,
1220,14996,49.0,"['J03', 'L1', 'L3', '104']","['PA272', '83', '15', 'PD107']","['PA187', '15', '118', 'PD61']","[2.3, 3.4, 11.8, 5.8]",1.5,11.1,3.7,"[2.7, 1.8, 3.7, 1.0]",48.8,2
1221,14996,40.0,"['L5R', 'L3', '325']","['64', '35', 'PD333']","['35', '117', 'PD892']","[2.2, 1.9, 14.4]",8.6,4.7,0.5,"[1.5, 1.3, 1.8]",37.0,1
1222,14996,47.0,"['209', 'L6', '508', '325']","['PH203', '104', 'PD529', 'PD530']","['PA146', '105', 'PD530', 'PD892']","[5.2, 5.7, 3.1, 1.5]",8.4,4.7,6.9,"[1.9, 3.0, 2.4, 1.5]",44.2,1
1223,14996,,[],[],[],[],,,,[],,
1224,14996,38.0,"['E04', 'L6', '126']","['PA509', '29', 'PD529']","['PA826', '105', 'PD61']","[1.8, 7.3, 3.0]",0.9,11.1,5.5,"[1.8, 1.2, 2.9]",35.5,1
1225,14996,,[],[],[],[],,,,[],,
1226,14996,45.0,"['422', '325']","['PA688', 'PD329']","['PD329', 'PD892']","[5.8, 20.5]",9.2,4.7,0.0,"[1.1, 1.9]",43.2,1
1227,14996,37.0,"['L3', '212']","['115', 'PD107']","['118', 'PD61']","[10.0, 6.2]",4.6,11.1,2.0,"[2.2, 2.8]",38.9,4
1228,14996,,[],[],[],[],,,,[],,
1229,14996,42.0,"['L4A', 'L4V', '506']","['92', '99', 'PD553']","['99', '79', 'PD579']","[6.6, 8.7, 5.7]",0.3,11.4,2.8,"[2.5, 2.9, 2.3]",43.1,8
1230,14996,52.0,"['J02', 'L1', 'L2V', 'L6', '106']","['PA643', '38', '44', '29', 'PD529']","['PA558', '44', '29', '105', 'PD61']","[3.7, 2.3, 6.1, 7.3, 2.8]",1.9,11.1,6.8,"[2.5, 2.7, 1.0, 1.2, 4.1]",53.3,1
1231,14996,64.0,"['MTN', 'L6', '506v']","['PT0214', '102', 'PD115']","['PT0212', '105', 'PD590']","[4.6, 12.6, 4.8]",21.1,11.3,5.7,"[1.4, 2.6, 1.0]",65.1,1
1232,14996,49.0,"['L1', 'L2R', 'L6', '506v']","['2', '44', '29', 'PD115']","['44', '29', '105', 'PD590']","[6.0, 4.3, 7.3, 4.8]",5.2,11.3,4.8,"[1.7, 1.4, 4.9, 1.9]",53.5,2
1233,14996,32.0,['507c'],['PD524'],['PD590'],[13.1],7.2,11.3,0.0,[1.9],33.5,1
1234,14996,40.0,"['H13', '506e']","['PA609', 'PD524']","['PA612', 'PD590']","[3.2, 11.9]",7.0,11.3,4.7,"[1.8, 1.0]",40.9,1
1235,14996,77.0,"['419', 'L5R', 'L6', '508']","['PI495', '11', '61', 'PD529']","['PI1463', '61', '105', 'PD530']","[5.8, 33.2, 2.4, 3.1]",2.8,12.0,7.2,"[2.4, 1.9, 1.6, 2.8]",75.2,2
1236,14996,94.0,"['113c', 'L6', '508', '325']","['PI270', '101', 'PD529', 'PD530']","['PI1623', '105', 'PD530', 'PD892']","[32.9, 15.4, 2.4, 1.5]",10.6,4.7,6.1,"[7.2, 3.3, 1.9, 1.5]",87.6,3
1237,14996,71.0,"['I12', 'L5R', 'L3', '325']","['PI384', '68', '75', 'PD107']","['PI148', '75', '118', 'PD892']","[3.2, 26.1, 13.5, 7.3]",2.8,4.7,3.1,"[1.6, 1.7, 3.4, 1.0]",68.4,1
1238,14996,46.0,"['L4', 'L4V', '511']","['95', '36', 'PD553']","['36', '79', 'PD556']","[1.4, 15.3, 6.1]",6.7,12.6,2.8,"[2.0, 1.2, 2.5]",50.4,1
1239,14996,39.0,"['519', '325']","['PA174', 'PD530']","['PD590', 'PD892']","[18.4, 1.5]",8.2,4.7,0.7,"[1.7, 1.2]",36.5,1
1240,14996,33.0,"['L4', '507c']","['99', 'PD553']","['79', 'PD579']","[8.8, 5.6]",0.8,11.4,2.8,"[3.6, 1.2]",34.2,4
1241,14996,,[],[],[],[],,,,[],,
1242,14996,36.0,"['L6', '506v']","['104', 'PD115']","['105', 'PD590']","[5.7, 4.8]",7.1,11.3,4.8,"[1.6, 1.6]",36.9,1
1243,14996,34.0,"['519', '325']","['PA174', 'PD530']","['PD590', 'PD892']","[16.9, 1.5]",2.6,4.7,0.7,"[3.7, 2.9]",33.1,2
1244,14996,49.0,"['L5R', 'L6', '506']","['76', '61', 'PD115']","['61', '105', 'PD590']","[14.4, 2.4, 4.6]",7.5,11.3,4.8,"[1.5, 1.3, 1.1]",48.8,2
1245,14996,36.0,"['L5V', 'L3', '212']","['6', '35', 'PD107']","['35', '118', 'PD61']","[3.4, 5.3, 5.2]",3.6,11.1,2.0,"[1.3, 1.9, 1.6]",35.4,5
1246,14996,43.0,"['D13', '325']","['PE1499', 'PE1332']","['PE479', 'PD915']","[4.9, 26.4]",2.7,3.6,1.0,"[1.5, 3.7]",44.0,3
1247,14996,37.0,"['L5', 'L6', '508']","['6', '61', 'PD529']","['61', '105', 'PD530']","[5.7, 2.4, 3.1]",4.1,12.0,4.0,"[4.9, 1.1, 2.1]",39.3,2
1248,14996,39.0,"['L2V', 'L6', '508', '325']","['94', '29', 'PD529', 'PD530']","['29', '105', 'PD530', 'PD892']","[4.6, 7.3, 3.1, 1.8]",0.8,4.7,4.0,"[1.3, 4.6, 1.9, 2.5]",36.7,2
1249,14996,35.0,"['L6', '126']","['29', 'PD529']","['105', 'PD61']","[7.3, 3.0]",4.3,11.1,4.0,"[2.5, 2.6]",34.8,7
1250,14996,,[],[],[],[],,,,[],,
1251,14996,69.0,"['223', 'L2V', 'L6', '508']","['PH803', '39', '29', 'PD529']","['PG61', '29', '105', 'PD530']","[17.6, 10.7, 7.3, 3.1]",3.8,12.0,5.4,"[1.9, 1.0, 2.0, 2.8]",67.5,2
1252,14996,34.0,"['L5V', 'L3', '325']","['87', '35', 'PD107']","['35', '118', 'PD892']","[1.5, 5.3, 7.3]",4.2,4.7,2.0,"[1.2, 1.2, 2.3]",29.6,1
1253,14996,72.0,"['314', 'B21', 'L3', '212']","['PB635', 'PB416', '109', 'PD107']","['PB416', 'PB964', '118', 'PD61']","[6.9, 5.4, 26.5, 5.2]",4.0,11.1,3.4,"[1.0, 1.6, 2.2, 1.9]",69.3,1
1254,14996,39.0,"['L3', 'L6', '126']","['115', '106', 'PD529']","['106', '105', 'PD61']","[8.4, 1.4, 3.3]",6.4,11.1,4.0,"[2.8, 1.2, 2.0]",40.5,1
1255,14996,34.0,"['519', '325']","['PA174', 'PD530']","['PD590', 'PD892']","[16.9, 1.5]",2.6,4.7,0.7,"[3.2, 1.7]",31.5,3
1256,14996,62.0,"['C06', 'L1', 'L6', '325']","['PB103', '93', '41', 'PD335']","['PC738', '41', '106', 'PD892']","[16.0, 1.0, 5.2, 10.8]",11.3,4.7,3.7,"[1.6, 2.2, 4.5, 1.4]",62.3,1
1257,14996,52.0,"['L2R', 'L6', '508']","['16', '29', 'PD529']","['29', '105', 'PD530']","[7.6, 7.3, 3.1]",12.8,12.0,4.0,"[2.4, 1.8, 2.3]",53.3,7
1258,14996,51.0,"['L1', 'L3', 'L6', '508']","['2', '15', '106', 'PD529']","['15', '106', '105', 'PD530']","[8.5, 10.2, 1.4, 3.1]",8.0,12.0,4.0,"[1.2, 2.1, 2.8, 1.0]",54.1,1
1259,14996,51.0,"['L1', 'L3', '325']","['2', '15', 'PD107']","['15', '118', 'PD892']","[8.5, 11.8, 8.5]",8.0,4.7,2.0,"[1.9, 3.3, 1.6]",50.3,1
1260,14996,42.0,"['L2V', 'L6', '126']","['47', '29', 'PD529']","['29', '105', 'PD61']","[7.1, 7.3, 3.3]",1.6,11.1,4.0,"[3.3, 1.1, 2.8]",41.7,4
1261,14996,48.0,"['L2V', 'L6', '506e']","['47', '29', 'PD115']","['29', '105', 'PD590']","[7.1, 7.3, 4.2]",8.3,11.3,4.8,"[3.3, 3.5, 1.5]",51.3,2
1262,14996,37.0,"['L6', '507c']","['29', 'PD115']","['105', 'PD590']","[7.3, 5.0]",7.0,11.3,4.8,"[3.1, 3.0]",41.6,1
1263,14996,56.0,"['L1', 'L2R', 'L6', '508']","['50', '44', '29', 'PD529']","['44', '29', '105', 'PD530']","[8.6, 4.3, 7.3, 3.1]",13.5,12.0,4.0,"[1.3, 3.0, 2.2, 1.5]",60.8,1
1264,14996,48.0,"['L2V', 'L6', '506v']","['47', '29', 'PD115']","['29', '105', 'PD590']","[7.1, 7.3, 4.8]",8.3,11.3,4.8,"[1.7, 5.1, 1.8]",52.0,2
1265,14996,41.0,['507c'],['PA440'],['PD590'],[18.8],12.1,11.3,0.0,[1.4],43.6,1
1266,14996,34.0,"['L5', 'L6', '510']","['87', '61', 'PD115']","['61', '105', 'PD590']","[3.3, 2.4, 5.4]",4.2,11.3,4.8,"[1.6, 1.8, 1.6]",36.5,1
1267,14996,48.0,"['L1', 'L3', '104']","['2', '15', 'PD107']","['15', '118', 'PD61']","[8.5, 11.8, 5.8]",3.8,11.1,2.0,"[1.9, 1.6, 3.5]",50.0,4
1268,14996,34.0,"['L5', 'L6', '106']","['87', '61', 'PD529']","['61', '105', 'PD61']","[3.3, 2.4, 2.8]",4.2,11.1,4.0,"[1.3, 3.4, 1.5]",34.2,1
1269,14996,33.0,"['L4', '507c']","['99', 'PD553']","['79', 'PD579']","[8.8, 5.6]",0.8,11.4,2.8,"[3.0, 1.2]",33.5,2
1270,14996,52.0,"['201', 'L3', '212']","['PB1952', '113', 'PD107']","['PB1954', '118', 'PD61']","[1.7, 17.6, 5.2]",11.8,11.1,2.4,"[1.7, 1.6, 2.8]",55.9,1
1271,14996,50.0,"['L2R', 'L6', '519']","['16', '29', 'PD115']","['29', '105', 'PD590']","[7.6, 7.3, 5.2]",9.2,11.3,4.8,"[2.9, 4.5, 1.5]",54.3,1
1272,14996,34.0,"['L5', 'L6', '106']","['87', '61', 'PD529']","['61', '105', 'PD61']","[3.3, 2.4, 2.8]",4.2,11.1,4.0,"[3.0, 1.5, 1.2]",33.6,1
1273,14996,48.0,"['L1', 'L3', '325']","['50', '15', 'PD107']","['15', '118', 'PD892']","[11.1, 11.8, 7.3]",1.2,4.7,2.0,"[2.4, 2.6, 2.1]",45.0,4
1274,14996,33.0,"['L4', '507c']","['99', 'PD553']","['79', 'PD579']","[8.8, 5.6]",0.8,11.4,2.8,"[3.9, 1.5]",34.8,1
1275,14996,54.0,"['J10', 'L1', 'L2R', 'L6', '508']","['PI1395', '23', '44', '29', 'PD529']","['PI438', '44', '29', '105', 'PD530']","[2.1, 7.3, 4.3, 7.3, 3.1]",3.7,12.0,5.1,"[1.0, 2.0, 2.0, 3.5, 1.9]",55.2,1
1276,14996,43.0,"['207e', '506v']","['PA139', 'PA438']","['PA141', 'PD590']","[2.8, 20.1]",4.6,11.3,1.4,"[1.5, 2.4]",44.0,1
1277,14996,52.0,"['L2V', 'L6', '126']","['19', '29', 'PD529']","['29', '105', 'PD61']","[4.6, 7.3, 3.0]",14.4,11.1,4.0,"[2.0, 3.6, 3.3]",53.4,7
1278,14996,36.0,"['L3', '104']","['115', 'PD107']","['118', 'PD61']","[10.0, 6.6]",2.1,11.1,2.0,"[3.6, 2.2]",37.6,8
1279,14996,54.0,"['L1', 'L3', '104']","['2', '15', 'PD107']","['15', '118', 'PD61']","[8.5, 11.8, 5.8]",9.8,11.1,2.0,"[2.0, 3.0, 1.1]",55.0,4
1280,14996,33.0,"['506', '325']","['PA442', 'PD530']","['PD590', 'PD892']","[14.6, 1.8]",4.1,4.7,0.7,"[2.1, 3.6]",31.8,3
1281,14996,62.0,"['105', '506e', '325']","['PI75', 'PI545', 'PD530']","['PI79', 'PD590', 'PD892']","[6.9, 33.4, 1.5]",6.0,4.7,3.5,"[3.4, 1.7, 1.1]",62.3,1
1282,14996,51.0,"['201', 'L3', '325']","['PB1952', '113', 'PD107']","['PB1954', '118', 'PD892']","[1.7, 17.6, 7.3]",6.1,4.7,2.4,"[1.0, 2.3, 2.4]",45.5,1
1283,14996,53.0,"['E09', 'L4V', '507']","['PF162', '22', 'PD553']","['PF764', '79', 'PD579']","[2.8, 18.1, 4.9]",3.0,11.4,5.5,"[2.9, 2.2, 2.1]",53.0,1
1284,14996,49.0,"['J05', 'L1', 'L2R', 'L6', '126']","['PA643', '38', '44', '29', 'PD529']","['PA558', '44', '29', '105', 'PD61']","[3.5, 2.3, 4.3, 7.3, 3.0]",3.0,11.1,6.8,"[2.3, 1.2, 2.2, 2.9, 2.2]",52.1,1
1285,14996,48.0,"['507', 'L2R', 'L6', '106']","['PA456', '70', '29', 'PD529']","['PA435', '29', '105', 'PD61']","[8.4, 1.6, 7.3, 2.8]",0.6,11.1,5.8,"[1.2, 1.3, 2.2, 1.2]",43.6,1
1286,14996,63.0,"['B17', 'L3', '104']","['PB1318', '113', 'PD107']","['PB1899', '118', 'PD61']","[10.5, 17.6, 5.8]",10.3,11.1,2.8,"[5.1, 1.4, 2.8]",67.5,3
1287,14996,89.0,"['G02', 'MTN', 'L6', '507c']","['PG724', 'PT0220', '102', 'PD115']","['PG728', 'PT0212', '105', 'PD590']","[6.2, 18.4, 12.6, 4.6]",14.1,11.3,7.2,"[2.5, 8.3, 1.7, 1.2]",88.2,1
1288,14996,25.0,['D05'],['PD842'],['PD846'],[4.8],4.2,13.6,0.0,[2.2],24.7,4
1289,14996,50.0,"['L1', 'L2R', 'L6', '506']","['23', '44', '29', 'PD115']","['44', '29', '105', 'PD590']","[7.3, 4.3, 7.3, 4.6]",4.4,11.3,4.8,"[1.6, 2.2, 2.2, 1.3]",51.1,1
1290,14996,55.0,"['L1', 'L3', '325']","['23', '15', 'PD335']","['15', '106', 'PD892']","[9.8, 10.2, 12.6]",9.9,4.7,1.7,"[1.5, 1.1, 1.5]",53.0,1
1291,14996,52.0,"['I03', 'L1', 'L2R', 'L6', '508', '325']","['PI1081', '50', '44', '29', 'PD529', 'PD530']","['PJ1818', '44', '29', '105', 'PD530', 'PD892']","[1.4, 8.6, 4.3, 7.3, 3.1, 1.5]",0.4,4.7,5.9,"[1.4, 2.2, 2.0, 1.2, 2.8, 1.4]",48.3,1
1292,14996,43.0,"['L5V', 'L3', '325']","['4', '75', 'PD107']","['75', '118', 'PD892']","[1.6, 13.5, 7.3]",5.9,4.7,2.0,"[1.7, 2.4, 1.0]",40.0,1
1293,14996,43.0,"['L5R', 'L3', '325']","['4', '75', 'PD333']","['75', '117', 'PD892']","[1.7, 10.1, 14.4]",5.7,4.7,0.5,"[2.3, 1.3, 3.5]",44.4,1
1294,14996,42.0,['519'],['PA168'],['PD590'],[25.8],3.4,11.3,0.0,[2.2],42.7,4
1295,14996,39.0,['106'],['PC40'],['PD61'],[19.6],2.8,11.1,0.0,[5.3],38.9,16
1296,14996,52.0,"['L2R', 'L6', '506e']","['53', '29', 'PD115']","['29', '105', 'PD590']","[5.4, 7.3, 4.2]",13.2,11.3,4.8,"[2.5, 4.2, 1.1]",53.8,2
1297,14996,22.0,['325'],['PD634'],['PD915'],[12.0],9.7,3.6,0.0,[1.2],26.5,3
1298,14996,36.0,"['227', '506']","['PA210', 'PD524']","['PD1607', 'PD590']","[3.2, 12.9]",0.3,11.3,2.8,"[4.7, 1.0]",36.2,8
1299,14996,48.0,"['L2R', 'L6', '508']","['16', '29', 'PD529']","['29', '105', 'PD530']","[7.6, 7.3, 3.1]",7.4,12.0,4.0,"[1.3, 3.5, 3.3]",49.3,7
1300,14996,52.0,"['L2R', 'L3', '224']","['5', '12', 'PD107']","['12', '118', 'PD61']","[9.7, 15.1, 5.4]",3.1,11.1,2.0,"[3.3, 2.8, 1.1]",53.7,2
1301,14996,41.0,"['422', '516']","['PA687', 'PD328']","['PD328', 'PD590']","[2.8, 17.0]",5.8,11.3,0.0,"[2.8, 1.3]",41.0,6
1302,14996,51.0,"['508', 'L5R', 'L6', '508']","['PA463', '76', '61', 'PD529']","['PA7', '61', '105', 'PD530']","[2.0, 14.4, 2.4, 3.1]",2.8,12.0,6.3,"[1.4, 2.6, 1.3, 1.7]",50.0,1
1303,14996,44.0,"['209', 'L6', '106']","['PA144', '104', 'PD529']","['PH183', '105', 'PD61']","[4.0, 5.7, 2.8]",6.3,11.1,9.7,"[2.2, 1.6, 2.3]",45.7,1
1304,14996,31.0,"['L5', '506']","['87', 'PD524']","['35', 'PD590']","[1.0, 12.9]",0.1,11.3,3.9,"[2.9, 2.1]",34.3,1
1305,14996,30.0,"['L6', '508', '325']","['61', 'PD529', 'PD530']","['105', 'PD530', 'PD892']","[2.4, 3.1, 1.5]",4.2,4.7,4.0,"[4.2, 1.3, 4.3]",29.8,1
1306,14996,38.0,['D16'],['PD687'],['PD914'],[23.0],4.5,8.9,0.0,[2.5],39.0,1
1307,14996,32.0,"['213e', '506']","['PA174', 'PD524']","['PA177', 'PD590']","[2.7, 12.9]",0.6,11.3,2.7,"[2.6, 1.6]",34.4,1
1308,14996,38.0,"['L1', 'L6', '508']","['89', '41', 'PD529']","['41', '105', 'PD530']","[7.8, 7.0, 3.1]",1.5,12.0,4.0,"[2.0, 1.2, 1.9]",40.4,1
1309,14996,41.0,"['L1', 'L5V', '506e']","['89', '6', 'PD524']","['6', '35', 'PD590']","[2.2, 3.4, 11.9]",5.3,11.3,3.9,"[1.3, 2.6, 1.0]",42.8,1
1310,14996,40.0,['506'],['PA434'],['PD590'],[25.9],0.4,11.3,0.0,[3.5],41.1,23
1311,14996,48.0,"['121', 'L6', '507']","['PA315', '103', 'PD115']","['PH293', '105', 'PD590']","[6.6, 10.2, 5.4]",3.1,11.3,5.8,"[1.0, 2.2, 1.1]",46.8,1
1312,14996,39.0,"['507', 'L3', '212']","['PA436', '116', 'PD107']","['PA439', '118', 'PD61']","[3.8, 7.5, 5.2]",4.2,11.1,3.6,"[1.0, 1.1, 1.9]",39.4,1
1313,14996,39.0,"['L5V', 'L6', '106']","['18', '61', 'PD529']","['61', '105', 'PD61']","[3.1, 2.4, 2.8]",8.2,11.1,4.0,"[2.6, 2.9, 1.4]",38.5,10
1314,14996,,[],[],[],[],,,,[],,
1315,14996,29.0,"['L6', '508', '325']","['61', 'PD529', 'PD530']","['105', 'PD530', 'PD892']","[2.4, 3.1, 1.8]",4.1,4.7,4.0,"[2.3, 2.9, 2.1]",27.4,6
1316,14996,44.0,"['L5R', 'L6', '126']","['64', '61', 'PD529']","['61', '105', 'PD61']","[4.3, 2.4, 3.3]",13.3,11.1,4.0,"[3.0, 2.8, 1.1]",45.4,1
1317,14996,48.0,"['L1', 'L3', '212']","['38', '15', 'PD107']","['15', '118', 'PD61']","[4.7, 11.8, 5.2]",8.6,11.1,2.0,"[2.1, 2.2, 1.2]",49.0,3
1318,14996,59.0,"['B26', 'L5R', '506v']","['PJ1566', '76', 'PD524']","['PA1', '35', 'PD590']","[10.0, 12.3, 13.4]",2.4,11.3,5.4,"[3.6, 3.0, 1.4]",62.9,1
1319,14996,42.0,"['118', 'L4V', '519']","['PE158', '99', 'PD553']","['PE1296', '79', 'PD579']","[2.7, 8.7, 5.3]",3.1,11.4,4.4,"[3.5, 1.8, 1.5]",42.5,4
1320,14996,49.0,"['L5R', 'L6', '325']","['54', '61', 'PD335']","['61', '106', 'PD892']","[8.9, 4.3, 10.8]",12.5,4.7,1.7,"[1.3, 1.9, 2.5]",48.5,4
1321,14996,43.0,"['L3', 'L6', '126']","['15', '106', 'PD529']","['106', '105', 'PD61']","[10.2, 1.4, 3.3]",8.1,11.1,4.0,"[1.1, 3.5, 2.4]",45.2,1
1322,14996,47.0,"['L2V', 'L6', '106']","['90', '29', 'PD529']","['29', '105', 'PD61']","[2.3, 7.3, 2.8]",11.8,11.1,4.0,"[2.2, 3.0, 3.3]",47.8,10
1323,14996,45.0,"['207', 'L6', '106']","['PH203', '104', 'PD529']","['PA146', '105', 'PD61']","[5.9, 5.7, 2.8]",6.1,11.1,6.9,"[2.7, 4.4, 2.6]",48.1,1
1324,14996,57.0,"['329', 'L2V', 'L6', '106']","['PE736', '47', '29', 'PD529']","['PG1674', '29', '105', 'PD61']","[13.4, 7.1, 7.3, 2.8]",1.0,11.1,6.1,"[1.8, 3.1, 4.6, 3.2]",61.5,1
1325,14996,43.0,"['L5R', 'L6', '126']","['75', '61', 'PD529']","['61', '105', 'PD61']","[9.0, 2.4, 3.0]",7.3,11.1,4.0,"[1.4, 3.5, 2.4]",44.1,3
1326,14996,56.0,"['L1', 'L2R', 'L6', '106']","['2', '44', '29', 'PD529']","['44', '29', '105', 'PD61']","[6.0, 4.3, 7.3, 2.9]",11.5,11.1,4.0,"[1.0, 1.6, 1.6, 2.0]",53.5,1
1327,14996,35.0,"['213e', '506v']","['PA174', 'PD524']","['PA177', 'PD590']","[2.9, 13.4]",3.1,11.3,2.7,"[1.6, 1.9]",37.0,1
1328,14996,59.0,"['J10', 'L5V', 'L3', '224']","['PA701', '78', '35', 'PD107']","['PA724', '35', '118', 'PD61']","[9.4, 11.8, 5.3, 5.4]",5.6,11.1,2.7,"[4.3, 3.2, 1.3, 1.1]",61.2,1
1329,14996,57.0,"['107', 'L2V', 'L6', '106']","['PH31', '19', '29', 'PD529']","['PH34', '29', '105', 'PD61']","[3.6, 4.6, 7.3, 2.8]",11.6,11.1,7.1,"[1.7, 1.5, 1.7, 1.5]",54.6,1
1330,14996,44.0,"['L5', 'L6', '106']","['78', '61', 'PD529']","['61', '105', 'PD61']","[12.2, 2.4, 2.8]",3.9,11.1,4.0,"[2.3, 3.0, 3.7]",45.5,1
1331,14996,20.0,['224'],['PD92'],['PD98'],[8.1],0.2,10.6,0.0,[1.8],20.6,14
1332,14996,48.0,"['L5V', '519']","['4', 'PD427']","['35', 'PD590']","[8.6, 14.2]",11.6,11.3,0.8,"[1.8, 1.8]",50.1,4
1333,14996,42.0,"['422', '325']","['PA169', 'PD329']","['PD329', 'PD892']","[10.2, 20.5]",5.9,4.7,0.0,"[1.9, 1.9]",45.1,1
1334,14996,49.0,"['121', '506e']","['PA274', 'PA433']","['PA276', 'PD590']","[3.3, 24.6]",2.0,11.3,3.0,"[2.5, 2.1]",49.0,1
1335,14996,49.0,"['L3', '104']","['113', 'PD107']","['118', 'PD61']","[17.6, 5.8]",8.1,11.1,2.0,"[3.0, 1.7]",49.3,10
1336,14996,41.0,"['L3', '224']","['115', 'PD107']","['118', 'PD61']","[10.0, 6.3]",8.3,11.1,2.0,"[2.6, 1.4]",41.7,1
1337,14996,91.0,"['I24', 'L5V', '506']","['PI198', '68', 'PD524']","['PI1396', '35', 'PD590']","[8.8, 32.5, 10.9]",15.8,11.3,5.0,"[2.1, 2.3, 2.2]",90.9,1
1338,14996,34.0,"['506', '325']","['PA440', 'PD530']","['PD590', 'PD892']","[17.0, 1.5]",4.0,4.7,0.7,"[1.7, 3.2]",32.8,2
1339,14996,41.0,"['L3', '224']","['115', 'PD107']","['118', 'PD61']","[10.0, 5.4]",8.6,11.1,2.0,"[4.0, 1.9]",43.0,7
1340,14996,43.0,"['L2V', 'L3', '325']","['4', '12', 'PD333']","['12', '117', 'PD892']","[2.2, 11.8, 14.4]",5.2,4.7,0.5,"[2.0, 1.8, 3.6]",46.1,1
1341,14996,44.0,"['L2R', 'L6', '126']","['4', '29', 'PD529']","['29', '105', 'PD61']","[6.1, 7.3, 3.0]",6.2,11.1,4.0,"[3.1, 2.2, 1.3]",44.3,1
1342,14996,39.0,"['L5V', 'L3', '325']","['6', '35', 'PD107']","['35', '118', 'PD892']","[3.4, 5.3, 7.3]",7.6,4.7,2.0,"[1.0, 4.1, 1.1]",36.4,1
1343,14996,43.0,"['L5R', 'L3', '224']","['4', '35', 'PD107']","['35', '118', 'PD61']","[8.6, 5.3, 5.4]",5.2,11.1,2.0,"[1.3, 2.3, 1.6]",42.8,1
1344,14996,43.0,"['L2', 'L6', '126']","['94', '29', 'PD529']","['29', '105', 'PD61']","[4.7, 7.3, 3.3]",5.2,11.1,4.0,"[4.3, 3.0, 3.2]",46.1,2
1345,14996,82.0,"['B21', 'L3', '224']","['PB539', '109', 'PD107']","['PB964', '118', 'PD61']","[25.3, 26.5, 5.4]",2.5,11.1,3.4,"[1.4, 3.5, 2.6]",81.9,1
1346,14996,32.0,"['519', '325']","['PA174', 'PD530']","['PD590', 'PD892']","[18.4, 1.5]",3.9,4.7,0.7,"[1.6, 1.2]",32.1,1
1347,14996,,[],[],[],[],,,,[],,
1348,14996,80.0,"['G09', 'MTN', 'L6', '126']","['PG1927', 'PT0217', '102', 'PD529']","['PG1027', 'PT0212', '105', 'PD61']","[10.4, 13.1, 12.6, 3.0]",8.3,11.1,11.9,"[2.6, 3.1, 1.7, 2.0]",79.7,2
1349,14996,43.0,"['209', '507c']","['PA116', 'PA438']","['PA141', 'PD590']","[6.0, 19.5]",1.3,11.3,1.4,"[1.6, 1.0]",42.2,1
1350,14996,43.0,"['203', 'L1', 'L3', '325']","['PA108', '89', '15', 'PD333']","['PA109', '15', '117', 'PD892']","[2.0, 0.9, 8.4, 14.4]",1.1,4.7,1.9,"[2.3, 1.7, 2.0, 1.0]",40.5,1
1351,14996,39.0,"['L2V', 'L6', '508']","['19', '29', 'PD529']","['29', '105', 'PD530']","[4.6, 7.3, 3.1]",0.7,12.0,4.0,"[2.2, 4.3, 1.1]",39.3,6
1352,14996,48.0,"['L3', '325']","['112', 'PD333']","['117', 'PD892']","[16.4, 14.4]",5.1,4.7,0.5,"[3.0, 3.0]",47.1,12
1353,14996,39.0,"['L2V', 'L6', '506', '325']","['19', '29', 'PD115', 'PD530']","['29', '105', 'PD590', 'PD892']","[4.6, 7.3, 4.6, 1.5]",0.7,4.7,5.4,"[3.3, 2.1, 1.2, 1.3]",36.8,1
1354,14996,47.0,"['214', 'L2V', 'L6', '519']","['PH126', '19', '29', 'PD115']","['PH127', '29', '105', 'PD590']","[1.0, 4.6, 7.3, 4.8]",3.6,11.3,7.4,"[1.0, 1.4, 1.2, 1.3]",45.0,1
1355,14996,38.0,"['H13', '506v']","['PA688', 'PA442']","['PA629', 'PD590']","[4.2, 15.3]",0.3,11.3,1.7,"[2.0, 1.5]",36.4,1
1356,14996,43.0,"['209', '506v']","['PA663', 'PA438']","['PA141', 'PD590']","[4.4, 20.1]",2.1,11.3,1.4,"[3.0, 2.7]",45.1,1
1357,14996,45.0,"['L2V', 'L6', 'L3', '325']","['39', '29', '106', 'PD107']","['29', '106', '118', 'PD892']","[10.7, 9.2, 1.4, 7.3]",2.2,4.7,2.0,"[3.0, 2.8, 1.3, 1.3]",45.8,1
1358,14996,52.0,"['L2R', 'L3', '224']","['5', '12', 'PD107']","['12', '118', 'PD61']","[9.7, 15.1, 5.4]",3.1,11.1,2.0,"[2.0, 3.0, 3.0]",54.5,1
1359,14996,41.0,"['L5V', 'L3', '325']","['4', '35', 'PD333']","['35', '117', 'PD892']","[8.6, 1.9, 14.4]",3.3,4.7,0.5,"[1.2, 1.1, 1.1]",36.8,1
1360,14996,,[],[],[],[],,,,[],,
1361,14996,48.0,"['L1', 'L3', '212']","['97', '15', 'PD107']","['15', '118', 'PD61']","[7.3, 11.8, 6.2]",6.0,11.1,2.0,"[1.9, 4.1, 1.6]",51.9,1
1362,14996,39.0,"['L5R', '506e']","['75', 'PD524']","['35', 'PD590']","[6.9, 11.9]",3.2,11.3,3.9,"[1.8, 2.4]",41.3,1
